timestamp_utc,total_vehicles_detected,daily_vehicle_count,vehicles_in_lane_1,vehicles_in_lane_2,vehicles_in_lane_3,vehicles_in_lane_4,vehicles_in_line
2026-08-13T17:18:54.988542+00:00,19,52,0,6,7,6,19
2026-08-13T17:19:57.224021+00:00,18,53,0,7,6,5,18
2026-08-13T17:20:48.418125+00:00,18,53,0,7,6,5,18
2026-08-13T17:23:08.002611+00:00,20,53,0,8,6,6,20
2026-08-13T17:23:51.638763+00:00,20,53,0,8,6,6,20
2026-08-13T17:24:25.109868+00:00,20,53,0,8,6,6,20
2026-08-13T17:24:55.979618+00:00,20,53,0,8,6,6,20
2026-08-13T17:25:28.724564+00:00,21,55,0,7,6,6,19
2026-08-13T17:25:58.500054+00:00,21,55,0,7,6,6,19
2026-08-13T17:26:29.835069+00:00,21,55,0,7,6,6,19
2026-08-13T17:27:12.342376+00:00,21,55,0,7,6,6,19
2026-08-13T17:28:12.652695+00:00,21,55,0,7,6,6,19
2026-08-13T17:29:12.976721+00:00,19,55,0,7,6,5,18
2026-08-13T17:30:18.430600+00:00,19,55,0,7,6,5,18
2026-08-13T17:31:12.886633+00:00,19,55,0,7,6,5,18
2026-08-13T17:32:13.622062+00:00,23,55,0,7,7,7,21
2026-08-13T17:33:14.073780+00:00,23,56,0,7,7,7,21
2026-08-13T17:34:12.767286+00:00,23,56,0,7,7,7,21
2026-08-13T17:35:14.827366+00:00,26,60,0,10,8,6,24
2026-08-13T17:36:12.449527+00:00,26,60,0,10,8,6,24
2026-08-13T17:37:13.482865+00:00,26,60,0,10,8,6,24
2026-08-13T17:38:12.582890+00:00,22,60,0,7,7,7,21
2026-08-13T17:39:13.573899+00:00,22,60,0,7,7,7,21
2026-08-13T17:40:13.896750+00:00,22,60,0,7,7,7,21
2026-08-13T17:41:12.805208+00:00,19,60,0,7,6,6,19
2026-08-13T17:42:11.952883+00:00,19,60,0,7,6,6,19
2026-08-13T17:43:12.655541+00:00,19,60,0,7,6,6,19
2026-08-13T17:44:12.171654+00:00,17,60,0,5,6,6,17
2026-08-13T17:45:16.810398+00:00,17,60,0,5,6,6,17
2026-08-13T17:46:13.193118+00:00,17,60,0,5,6,6,17
2026-08-13T17:47:12.974359+00:00,21,60,0,5,5,8,18
2026-08-13T17:48:13.692283+00:00,21,60,0,5,5,8,18
2026-08-13T17:49:13.856772+00:00,21,60,0,5,5,8,18
2026-08-13T17:50:14.565393+00:00,23,61,0,6,8,9,23
2026-08-13T17:51:12.061536+00:00,23,61,0,6,8,9,23
2026-08-13T17:52:12.909370+00:00,23,61,0,6,8,9,23
2026-08-13T17:53:13.162792+00:00,18,61,0,4,6,7,17
2026-08-13T17:54:13.538276+00:00,18,61,0,4,6,7,17
2026-08-13T17:55:14.934244+00:00,18,61,0,4,6,7,17
2026-08-13T17:56:13.717194+00:00,23,61,0,7,9,7,23
2026-08-13T17:57:13.221751+00:00,23,61,0,7,9,7,23
2026-08-13T17:58:12.716304+00:00,23,61,0,7,9,7,23
2026-08-13T17:59:12.536225+00:00,18,61,0,8,4,6,18
2026-08-13T18:00:17.685902+00:00,18,61,0,8,4,6,18
2026-08-13T18:01:13.526286+00:00,18,61,0,8,4,6,18
2026-08-13T18:02:13.085587+00:00,18,62,0,4,8,6,18
2026-08-13T18:03:12.991784+00:00,18,62,0,4,8,6,18
2026-08-13T18:04:13.253275+00:00,18,62,0,4,8,6,18
2026-08-13T18:05:15.598949+00:00,15,62,0,4,5,5,14
2026-08-13T18:06:13.228910+00:00,15,62,0,4,5,5,14
2026-08-13T18:07:12.847716+00:00,15,62,0,4,5,5,14
2026-08-13T18:08:14.102385+00:00,21,62,0,7,7,7,21
2026-08-13T18:09:13.774556+00:00,21,62,0,7,7,7,21
2026-08-13T18:10:15.502684+00:00,21,62,0,7,7,7,21
2026-08-13T18:11:12.666719+00:00,17,62,0,5,6,3,14
2026-08-13T18:12:13.369720+00:00,17,62,0,5,6,3,14
2026-08-13T18:13:12.862413+00:00,17,62,0,5,6,3,14
2026-08-13T18:14:13.563983+00:00,17,62,0,5,6,6,17
2026-08-13T18:15:18.277534+00:00,17,62,0,5,6,6,17
2026-08-13T18:16:12.371270+00:00,17,62,0,5,6,6,17
2026-08-13T18:17:13.380251+00:00,13,62,0,7,1,5,13
2026-08-13T18:18:12.270863+00:00,13,62,0,7,1,5,13
2026-08-13T18:19:12.599955+00:00,13,62,0,7,1,5,13
2026-08-13T18:20:19.426604+00:00,16,63,0,3,5,7,15
2026-08-13T18:21:12.648156+00:00,16,63,0,3,5,7,15
2026-08-13T18:22:12.647950+00:00,16,63,0,3,5,7,15
2026-08-13T18:23:21.725644+00:00,9,64,0,2,5,2,9
2026-08-13T18:24:12.445500+00:00,9,64,0,2,5,2,9
2026-08-13T18:25:14.822928+00:00,9,64,0,2,5,2,9
2026-08-13T18:26:12.587140+00:00,8,64,0,0,4,4,8
2026-08-13T18:27:12.984334+00:00,8,64,0,0,4,4,8
2026-08-13T18:28:12.671328+00:00,8,64,0,0,4,4,8
2026-08-13T18:29:12.525758+00:00,7,64,0,0,5,2,7
2026-08-13T18:30:21.843659+00:00,7,64,0,0,5,2,7
2026-08-13T18:31:12.115333+00:00,7,64,0,0,5,2,7
2026-08-13T18:32:12.367635+00:00,16,66,0,3,9,4,16
2026-08-13T18:33:13.234588+00:00,16,66,0,3,9,4,16
2026-08-13T18:34:14.125340+00:00,16,66,0,3,9,4,16
2026-08-13T18:35:15.039572+00:00,16,66,0,3,9,4,16
2026-08-13T18:36:12.649706+00:00,16,66,0,3,9,4,16
2026-08-13T18:37:13.163831+00:00,16,66,0,3,9,4,16
2026-08-13T18:38:13.279916+00:00,10,66,0,2,6,1,9
2026-08-13T18:39:13.449831+00:00,10,66,0,2,6,1,9
2026-08-13T18:40:15.165021+00:00,10,66,0,2,6,1,9
2026-08-13T18:41:12.509212+00:00,20,73,0,4,8,8,20
2026-08-13T18:42:12.781339+00:00,20,73,0,4,8,8,20
2026-08-13T18:43:13.056622+00:00,20,73,0,4,8,8,20
2026-08-13T18:44:12.669638+00:00,20,73,0,5,7,8,20
2026-08-13T18:45:18.149072+00:00,20,73,0,5,7,8,20
2026-08-13T18:46:13.534743+00:00,20,73,0,5,7,8,20
2026-08-13T18:47:12.660715+00:00,18,73,0,5,8,4,17
2026-08-13T18:48:13.332167+00:00,18,73,0,5,8,4,17
2026-08-13T18:49:13.363191+00:00,18,73,0,5,8,4,17
2026-08-13T18:50:14.566484+00:00,23,74,0,6,6,9,21
2026-08-13T18:51:12.396243+00:00,23,74,0,6,6,9,21
2026-08-13T18:52:13.192857+00:00,23,74,0,6,6,9,21
2026-08-13T18:53:12.897725+00:00,16,74,0,4,6,5,15
2026-08-13T18:54:14.481907+00:00,16,74,0,4,6,5,15
2026-08-13T18:55:15.195882+00:00,16,74,0,4,6,5,15
2026-08-13T18:56:12.951064+00:00,12,74,0,2,3,6,11
2026-08-13T18:57:16.568423+00:00,12,74,0,2,3,6,11
2026-08-13T18:58:12.481633+00:00,12,74,0,2,3,6,11
2026-08-13T18:59:12.270820+00:00,9,74,0,2,4,3,9
2026-08-13T19:00:18.538815+00:00,9,74,0,2,4,3,9
2026-08-13T19:01:13.704857+00:00,9,74,0,2,4,3,9
2026-08-13T19:02:12.671749+00:00,9,74,0,2,4,3,9
2026-08-13T19:03:14.405382+00:00,9,74,0,2,4,3,9
2026-08-13T19:04:13.098221+00:00,9,74,0,2,4,3,9
2026-08-13T19:05:15.436282+00:00,15,75,0,3,7,4,14
2026-08-13T19:06:12.569039+00:00,15,75,0,3,7,4,14
2026-08-13T19:07:14.664923+00:00,15,75,0,3,7,4,14
2026-08-13T19:08:12.413815+00:00,15,75,0,3,7,4,14
2026-08-13T19:09:12.535633+00:00,15,75,0,3,7,4,14
2026-08-13T19:10:14.430714+00:00,15,75,0,3,7,4,14
2026-08-13T19:11:12.787440+00:00,23,78,1,7,8,7,23
2026-08-13T19:12:13.168399+00:00,23,78,1,7,8,7,23
2026-08-13T19:13:13.676764+00:00,23,78,1,7,8,7,23
2026-08-13T19:14:13.553848+00:00,17,78,1,4,6,6,17
2026-08-13T19:15:16.915532+00:00,17,78,1,4,6,6,17
2026-08-13T19:16:14.832830+00:00,17,78,1,4,6,6,17
2026-08-13T19:17:14.048142+00:00,12,78,0,3,4,5,12
2026-08-13T19:18:14.018032+00:00,12,78,0,3,4,5,12
2026-08-13T19:19:12.213207+00:00,12,78,0,3,4,5,12
2026-08-13T19:20:15.174257+00:00,15,79,0,5,5,4,14
2026-08-13T19:21:13.033368+00:00,15,79,0,5,5,4,14
2026-08-13T19:22:13.158127+00:00,15,79,0,5,5,4,14
2026-08-13T19:23:12.846496+00:00,17,82,0,5,6,4,15
2026-08-13T19:24:12.967541+00:00,17,82,0,5,6,4,15
2026-08-13T19:25:13.436276+00:00,17,82,0,5,6,4,15
2026-08-13T19:26:13.054045+00:00,13,82,0,3,3,3,9
2026-08-13T19:27:12.727359+00:00,13,82,0,3,3,3,9
2026-08-13T19:28:15.044578+00:00,6,82,0,1,4,1,6
2026-08-13T19:29:13.296913+00:00,6,82,0,1,4,1,6
2026-08-13T19:30:17.180526+00:00,6,82,0,1,4,1,6
2026-08-13T19:31:13.665948+00:00,6,82,0,1,4,1,6
2026-08-13T19:32:13.558748+00:00,6,82,0,1,4,1,6
2026-08-13T19:33:13.089860+00:00,6,82,0,1,4,1,6
2026-08-13T19:34:12.494603+00:00,6,82,0,1,4,1,6
2026-08-13T19:35:14.178881+00:00,9,82,0,3,4,1,8
2026-08-13T19:36:13.199439+00:00,9,82,0,3,4,1,8
2026-08-13T19:37:13.139504+00:00,9,82,0,3,4,1,8
2026-08-13T19:38:14.344951+00:00,5,82,0,1,3,1,5
2026-08-13T19:39:12.462511+00:00,5,82,0,1,3,1,5
2026-08-13T19:40:14.709658+00:00,5,82,0,1,3,1,5
2026-08-13T19:41:12.162965+00:00,0,82,0,0,0,0,0
2026-08-13T19:42:12.701704+00:00,0,82,0,0,0,0,0
2026-08-13T19:43:13.136300+00:00,0,82,0,0,0,0,0
2026-08-13T19:44:12.597723+00:00,0,82,0,0,0,0,0
2026-08-13T19:45:19.297079+00:00,0,82,0,0,0,0,0
2026-08-13T19:46:13.655788+00:00,0,82,0,0,0,0,0
2026-08-13T19:47:12.495901+00:00,15,88,0,4,6,5,15
2026-08-13T19:48:13.348056+00:00,15,88,0,4,6,5,15
2026-08-13T19:49:12.615873+00:00,15,88,0,4,6,5,15
2026-08-13T19:50:14.260762+00:00,6,88,0,1,3,0,4
2026-08-13T19:51:12.606339+00:00,6,88,0,1,3,0,4
2026-08-13T19:52:12.580895+00:00,6,88,0,1,3,0,4
2026-08-13T19:53:13.075855+00:00,6,88,0,0,2,1,3
2026-08-13T19:54:12.750119+00:00,6,88,0,0,2,1,3
2026-08-13T19:55:14.363098+00:00,6,88,0,0,2,1,3
2026-08-13T19:56:12.467063+00:00,2,89,0,0,1,1,2
2026-08-13T19:57:13.519045+00:00,2,89,0,0,1,1,2
2026-08-13T19:58:12.526945+00:00,2,89,0,0,1,1,2
2026-08-13T19:59:12.665437+00:00,2,89,0,1,0,0,1
2026-08-13T20:00:19.275754+00:00,2,89,0,1,0,0,1
2026-08-13T20:01:16.624950+00:00,2,89,0,1,0,0,1
2026-08-13T20:02:13.099119+00:00,3,89,0,0,0,2,2
2026-08-13T20:03:12.954157+00:00,3,89,0,0,0,2,2
2026-08-13T20:04:13.785456+00:00,3,89,0,0,0,2,2
2026-08-13T20:05:14.577670+00:00,2,89,0,1,0,0,1
2026-08-13T20:06:13.385235+00:00,2,89,0,1,0,0,1
2026-08-13T20:07:12.985108+00:00,2,89,0,1,0,0,1
2026-08-13T20:08:13.500820+00:00,5,90,0,0,1,1,2
2026-08-13T20:09:12.800009+00:00,5,90,0,0,1,1,2
2026-08-13T20:10:15.310271+00:00,5,90,0,0,1,1,2
2026-08-13T20:11:12.188523+00:00,7,92,0,1,4,2,7
2026-08-13T20:12:13.998257+00:00,7,92,0,1,4,2,7
2026-08-13T20:13:13.120739+00:00,7,92,0,1,4,2,7
2026-08-13T20:14:12.476468+00:00,1,92,0,0,1,0,1
2026-08-13T20:15:18.833039+00:00,1,92,0,0,1,0,1
2026-08-13T20:16:13.610685+00:00,1,92,0,0,1,0,1
2026-08-13T20:17:14.049488+00:00,4,92,0,0,2,0,2
2026-08-13T20:18:12.805453+00:00,4,92,0,0,2,0,2
2026-08-13T20:19:13.029649+00:00,4,92,0,0,2,0,2
2026-08-13T20:20:14.246117+00:00,1,93,0,0,1,0,1
2026-08-13T20:21:12.703628+00:00,1,93,0,0,1,0,1
2026-08-13T20:22:12.515773+00:00,1,93,0,0,1,0,1
2026-08-13T20:23:13.238311+00:00,5,93,0,1,1,2,4
2026-08-13T20:24:12.358502+00:00,5,93,0,1,1,2,4
2026-08-13T20:25:14.561892+00:00,5,93,0,1,1,2,4
2026-08-13T20:26:12.132760+00:00,7,94,0,0,4,3,7
2026-08-13T20:27:12.705814+00:00,7,94,0,0,4,3,7
2026-08-13T20:28:14.648061+00:00,7,94,0,0,4,3,7
2026-08-13T20:29:12.687122+00:00,2,94,0,0,1,1,2
2026-08-13T20:30:21.990004+00:00,2,94,0,0,1,1,2
2026-08-13T20:31:13.061765+00:00,2,94,0,0,1,1,2
2026-08-13T20:32:13.590749+00:00,1,94,0,0,0,1,1
2026-08-13T20:33:12.622588+00:00,1,94,0,0,0,1,1
2026-08-13T20:34:12.448757+00:00,1,94,0,0,0,1,1
2026-08-13T20:35:14.855518+00:00,1,94,0,0,0,1,1
2026-08-13T20:36:13.644836+00:00,1,94,0,0,0,1,1
2026-08-13T20:37:13.381843+00:00,1,94,0,0,0,1,1
2026-08-13T20:38:12.333918+00:00,2,94,0,0,1,1,2
2026-08-13T20:39:13.155674+00:00,2,94,0,0,1,1,2
2026-08-13T20:40:14.809038+00:00,2,94,0,0,1,1,2
2026-08-13T20:41:13.034850+00:00,3,94,0,0,1,1,2
2026-08-13T20:42:13.565616+00:00,3,94,0,0,1,1,2
2026-08-13T20:43:13.136899+00:00,3,94,0,0,1,1,2
2026-08-13T20:44:13.566429+00:00,3,94,0,0,0,2,2
2026-08-13T20:45:16.941873+00:00,3,94,0,0,0,2,2
2026-08-13T20:46:12.614068+00:00,3,94,0,0,0,2,2
2026-08-13T20:47:13.488991+00:00,1,94,0,0,0,0,0
2026-08-13T20:48:12.835097+00:00,1,94,0,0,0,0,0
2026-08-13T20:49:12.168752+00:00,1,94,0,0,0,0,0
2026-08-13T20:50:14.568075+00:00,0,94,0,0,0,0,0
2026-08-13T20:51:11.959251+00:00,0,94,0,0,0,0,0
2026-08-13T20:52:12.607915+00:00,0,94,0,0,0,0,0
2026-08-13T20:53:12.551288+00:00,2,95,0,1,1,0,2
2026-08-13T20:54:12.713071+00:00,2,95,0,1,1,0,2
2026-08-13T20:55:14.430069+00:00,2,95,0,1,1,0,2
2026-08-13T20:56:12.646604+00:00,2,96,0,0,1,0,1
2026-08-13T20:57:13.473528+00:00,2,96,0,0,1,0,1
2026-08-13T20:58:12.536356+00:00,2,96,0,0,1,0,1
2026-08-13T20:59:13.244267+00:00,2,97,0,1,1,0,2
2026-08-13T21:00:25.925760+00:00,2,97,0,1,1,0,2
2026-08-13T21:01:14.760978+00:00,2,97,0,1,1,0,2
2026-08-13T21:02:13.844510+00:00,4,98,0,0,1,3,4
2026-08-13T21:03:13.754515+00:00,4,98,0,0,1,3,4
2026-08-13T21:04:13.289369+00:00,4,98,0,0,1,3,4
2026-08-13T21:05:15.171301+00:00,1,98,0,0,0,0,0
2026-08-13T21:06:12.256682+00:00,1,98,0,0,0,0,0
2026-08-13T21:07:12.642854+00:00,1,98,0,0,0,0,0
2026-08-13T21:08:12.952642+00:00,1,98,0,0,1,0,1
2026-08-13T21:09:12.195126+00:00,1,98,0,0,1,0,1
2026-08-13T21:10:15.330225+00:00,1,98,0,0,1,0,1
2026-08-13T21:11:13.185860+00:00,0,98,0,0,0,0,0
2026-08-13T21:12:12.935503+00:00,0,98,0,0,0,0,0
2026-08-13T21:13:14.240491+00:00,0,98,0,0,0,0,0
2026-08-13T21:14:13.018321+00:00,4,99,0,1,2,1,4
2026-08-13T21:15:20.207118+00:00,4,99,0,1,2,1,4
2026-08-13T21:16:13.383235+00:00,4,99,0,1,2,1,4
2026-08-13T21:17:13.174295+00:00,1,100,0,0,0,1,1
2026-08-13T21:18:12.037715+00:00,1,100,0,0,0,1,1
2026-08-13T21:19:13.101088+00:00,1,100,0,0,0,1,1
2026-08-13T21:20:14.079671+00:00,5,101,0,1,1,1,3
2026-08-13T21:21:12.299622+00:00,5,101,0,1,1,1,3
2026-08-13T21:22:12.673761+00:00,5,101,0,1,1,1,3
2026-08-13T21:23:12.803538+00:00,6,102,0,0,3,2,5
2026-08-13T21:24:13.948618+00:00,6,102,0,0,3,2,5
2026-08-13T21:25:14.963839+00:00,6,102,0,0,3,2,5
2026-08-13T21:26:13.734598+00:00,8,104,0,0,3,1,4
2026-08-13T21:27:13.098800+00:00,8,104,0,0,3,1,4
2026-08-13T21:28:12.995486+00:00,8,104,0,0,3,1,4
2026-08-13T21:29:13.307297+00:00,10,107,2,2,5,0,9
2026-08-13T21:30:21.126805+00:00,10,107,2,2,5,0,9
2026-08-13T21:31:14.140502+00:00,10,107,2,2,5,0,9
2026-08-13T21:32:12.670643+00:00,14,109,0,4,7,3,14
2026-08-13T21:33:13.295657+00:00,14,109,0,4,7,3,14
2026-08-13T21:34:13.414269+00:00,14,109,0,4,7,3,14
2026-08-13T21:35:14.287208+00:00,8,109,0,1,5,2,8
2026-08-13T21:36:12.487378+00:00,8,109,0,1,5,2,8
2026-08-13T21:37:14.604738+00:00,8,109,0,1,5,2,8
2026-08-13T21:38:13.216896+00:00,2,109,0,0,2,0,2
2026-08-13T21:39:13.227848+00:00,2,109,0,0,2,0,2
2026-08-13T21:40:15.079638+00:00,2,109,0,0,2,0,2
2026-08-13T21:41:13.883939+00:00,1,109,0,0,0,0,0
2026-08-13T21:42:13.534597+00:00,1,109,0,0,0,0,0
2026-08-13T21:43:13.246625+00:00,1,109,0,0,0,0,0
2026-08-13T21:44:11.674072+00:00,1,109,0,0,0,1,1
2026-08-13T21:45:16.026247+00:00,1,109,0,0,0,1,1
2026-08-13T21:46:13.065828+00:00,1,109,0,0,0,1,1
2026-08-13T21:47:12.615639+00:00,2,109,0,0,2,0,2
2026-08-13T21:48:12.806424+00:00,2,109,0,0,2,0,2
2026-08-13T21:49:12.233588+00:00,2,109,0,0,2,0,2
2026-08-13T21:50:14.837543+00:00,6,111,0,0,1,2,3
2026-08-13T21:51:13.020410+00:00,6,111,0,0,1,2,3
2026-08-13T21:52:13.667973+00:00,6,111,0,0,1,2,3
2026-08-13T21:53:13.583747+00:00,8,113,0,1,4,3,8
2026-08-13T21:54:13.128457+00:00,8,113,0,1,4,3,8
2026-08-13T21:55:14.839571+00:00,8,113,0,1,4,3,8
2026-08-13T21:56:13.096093+00:00,7,115,0,1,4,1,6
2026-08-13T21:57:13.430885+00:00,7,115,0,1,4,1,6
2026-08-13T21:58:12.975595+00:00,7,115,0,1,4,1,6
2026-08-13T21:59:12.587102+00:00,4,115,0,0,3,0,3
2026-08-13T22:00:17.179970+00:00,4,115,0,0,3,0,3
2026-08-13T22:01:13.872528+00:00,4,115,0,0,3,0,3
2026-08-13T22:02:13.003747+00:00,1,115,0,0,1,0,1
2026-08-13T22:03:13.611448+00:00,1,115,0,0,1,0,1
2026-08-13T22:04:12.765412+00:00,1,115,0,0,1,0,1
2026-08-13T22:05:14.053091+00:00,1,115,0,0,0,0,0
2026-08-13T22:06:12.623315+00:00,1,115,0,0,0,0,0
2026-08-13T22:07:12.976965+00:00,1,115,0,0,0,0,0
2026-08-13T22:08:11.990686+00:00,2,115,0,0,1,1,2
2026-08-13T22:09:12.186817+00:00,2,115,0,0,1,1,2
2026-08-13T22:10:15.204899+00:00,2,115,0,0,1,1,2
2026-08-13T22:11:12.922242+00:00,6,115,0,0,3,2,5
2026-08-13T22:12:12.426024+00:00,6,115,0,0,3,2,5
2026-08-13T22:13:13.236136+00:00,6,115,0,0,3,2,5
2026-08-13T22:14:13.056165+00:00,2,115,0,0,1,1,2
2026-08-13T22:15:20.466353+00:00,2,115,0,0,1,1,2
2026-08-13T22:16:13.507044+00:00,2,115,0,0,1,1,2
2026-08-13T22:17:13.805184+00:00,4,118,0,2,1,0,3
2026-08-13T22:18:12.765807+00:00,4,118,0,2,1,0,3
2026-08-13T22:19:13.883283+00:00,4,118,0,2,1,0,3
2026-08-13T22:20:15.091229+00:00,6,121,0,2,2,0,4
2026-08-13T22:21:13.739482+00:00,6,121,0,2,2,0,4
2026-08-13T22:22:12.845113+00:00,6,121,0,2,2,0,4
2026-08-13T22:23:13.261010+00:00,4,121,0,0,0,1,1
2026-08-13T22:24:12.028626+00:00,4,121,0,0,0,1,1
2026-08-13T22:25:14.168300+00:00,4,121,0,0,0,1,1
2026-08-13T22:26:12.281768+00:00,8,121,0,2,3,3,8
2026-08-13T22:27:12.832910+00:00,8,121,0,2,3,3,8
2026-08-13T22:28:13.353632+00:00,8,121,0,2,3,3,8
2026-08-13T22:29:12.993428+00:00,1,121,0,0,0,0,0
2026-08-13T22:30:15.414565+00:00,1,121,0,0,0,0,0
2026-08-13T22:31:13.514516+00:00,1,121,0,0,0,0,0
2026-08-13T22:32:13.362318+00:00,1,122,0,0,1,0,1
2026-08-13T22:33:12.104917+00:00,1,122,0,0,1,0,1
2026-08-13T22:34:12.660668+00:00,1,122,0,0,1,0,1
2026-08-13T22:35:15.038762+00:00,4,122,0,0,1,2,3
2026-08-13T22:36:11.938414+00:00,4,122,0,0,1,2,3
2026-08-13T22:37:12.268808+00:00,4,122,0,0,1,2,3
2026-08-13T22:38:12.042658+00:00,9,124,0,2,3,1,6
2026-08-13T22:39:12.025750+00:00,9,124,0,2,3,1,6
2026-08-13T22:40:15.075652+00:00,9,124,0,2,3,1,6
2026-08-13T22:41:12.055362+00:00,6,124,0,1,5,0,6
2026-08-13T22:42:12.091132+00:00,6,124,0,1,5,0,6
2026-08-13T22:43:12.860216+00:00,6,124,0,1,5,0,6
2026-08-13T22:44:12.938762+00:00,6,124,0,0,4,2,6
2026-08-13T22:45:18.121341+00:00,6,124,0,0,4,2,6
2026-08-13T22:46:14.919505+00:00,6,124,0,0,4,2,6
2026-08-13T22:47:12.541809+00:00,4,124,0,0,1,2,3
2026-08-13T22:48:12.223958+00:00,4,124,0,0,1,2,3
2026-08-13T22:49:12.167038+00:00,4,124,0,0,1,2,3
2026-08-13T22:50:15.394466+00:00,7,124,0,0,5,2,7
2026-08-13T22:51:12.312870+00:00,7,124,0,0,5,2,7
2026-08-13T22:52:12.228858+00:00,7,124,0,0,5,2,7
2026-08-13T22:53:11.992767+00:00,10,125,0,1,3,5,9
2026-08-13T22:54:12.667631+00:00,10,125,0,1,3,5,9
2026-08-13T22:55:14.092943+00:00,10,125,0,1,3,5,9
2026-08-13T22:56:12.442488+00:00,6,125,0,1,2,2,5
2026-08-13T22:57:12.388792+00:00,6,125,0,1,2,2,5
2026-08-13T22:58:13.207932+00:00,6,125,0,1,2,2,5
2026-08-13T22:59:13.196208+00:00,2,125,0,0,1,0,1
2026-08-13T23:01:18.930169+00:00,2,125,0,0,1,0,1
2026-08-13T23:02:12.474922+00:00,5,125,1,0,3,0,4
2026-08-13T23:03:12.598824+00:00,5,125,1,0,3,0,4
2026-08-13T23:04:13.364175+00:00,5,125,1,0,3,0,4
2026-08-13T23:05:16.447092+00:00,6,125,0,1,3,2,6
2026-08-13T23:06:14.060998+00:00,6,125,0,1,3,2,6
2026-08-13T23:07:13.386771+00:00,6,125,0,1,3,2,6
2026-08-13T23:08:13.509190+00:00,7,126,0,1,4,1,6
2026-08-13T23:09:12.619412+00:00,7,126,0,1,4,1,6
2026-08-13T23:10:15.361121+00:00,7,126,0,1,4,1,6
2026-08-13T23:11:12.579988+00:00,3,126,0,0,2,0,2
2026-08-13T23:12:12.969897+00:00,3,126,0,0,2,0,2
2026-08-13T23:13:12.768281+00:00,3,126,0,0,2,0,2
2026-08-13T23:14:13.387625+00:00,8,126,0,1,5,1,7
2026-08-13T23:15:18.527730+00:00,8,126,0,1,5,1,7
2026-08-13T23:16:18.710761+00:00,8,126,0,1,5,1,7
2026-08-13T23:17:12.528890+00:00,8,126,0,1,5,1,7
2026-08-13T23:18:14.456216+00:00,8,126,0,1,5,1,7
2026-08-13T23:19:13.144960+00:00,8,126,0,1,5,1,7
2026-08-13T23:20:14.927655+00:00,10,128,0,0,5,4,9
2026-08-13T23:21:19.921041+00:00,10,128,0,0,5,4,9
2026-08-13T23:22:14.791144+00:00,10,128,0,0,5,4,9
2026-08-13T23:23:12.952673+00:00,10,129,0,1,4,4,9
2026-08-13T23:24:13.411722+00:00,10,129,0,1,4,4,9
2026-08-13T23:25:14.189890+00:00,10,129,0,1,4,4,9
2026-08-13T23:26:12.805129+00:00,7,129,0,2,3,1,6
2026-08-13T23:27:12.435859+00:00,7,129,0,2,3,1,6
2026-08-13T23:28:13.847419+00:00,7,129,0,2,3,1,6
2026-08-13T23:29:13.129808+00:00,7,129,0,2,3,2,7
2026-08-13T23:30:17.485707+00:00,7,129,0,2,3,2,7
2026-08-13T23:31:18.935691+00:00,7,129,0,2,3,2,7
2026-08-13T23:32:13.881779+00:00,4,129,0,0,2,2,4
2026-08-13T23:33:12.612251+00:00,4,129,0,0,2,2,4
2026-08-13T23:34:12.859391+00:00,4,129,0,0,2,2,4
2026-08-13T23:35:15.488978+00:00,2,129,0,0,1,1,2
2026-08-13T23:36:13.147332+00:00,2,129,0,0,1,1,2
2026-08-13T23:37:12.375338+00:00,2,129,0,0,1,1,2
2026-08-13T23:38:12.754050+00:00,3,129,0,0,2,1,3
2026-08-13T23:39:12.895594+00:00,3,129,0,0,2,1,3
2026-08-13T23:40:14.302383+00:00,3,129,0,0,2,1,3
2026-08-13T23:41:12.421047+00:00,1,129,0,0,1,0,1
2026-08-13T23:42:13.698888+00:00,1,129,0,0,1,0,1
2026-08-13T23:43:15.216053+00:00,1,129,0,0,1,0,1
2026-08-13T23:44:13.795500+00:00,0,129,0,0,0,0,0
2026-08-13T23:45:17.454283+00:00,0,129,0,0,0,0,0
2026-08-13T23:46:18.938678+00:00,0,129,0,0,0,0,0
2026-08-13T23:47:12.536420+00:00,3,130,0,1,0,1,2
2026-08-13T23:48:13.180188+00:00,3,130,0,1,0,1,2
2026-08-13T23:49:12.486512+00:00,3,130,0,1,0,1,2
2026-08-13T23:50:13.927045+00:00,0,130,0,0,0,0,0
2026-08-13T23:51:12.341965+00:00,0,130,0,0,0,0,0
2026-08-13T23:52:12.690077+00:00,0,130,0,0,0,0,0
2026-08-13T23:53:13.038368+00:00,3,130,0,1,1,0,2
2026-08-13T23:54:12.804874+00:00,3,130,0,1,1,0,2
2026-08-13T23:55:14.354747+00:00,3,130,0,1,1,0,2
2026-08-13T23:56:12.654936+00:00,4,131,0,0,1,2,3
2026-08-13T23:57:12.644895+00:00,4,131,0,0,1,2,3
2026-08-13T23:58:12.850290+00:00,4,131,0,0,1,2,3
2026-08-13T23:59:13.396004+00:00,3,131,0,1,1,1,3
2026-08-14T00:00:24.407910+00:00,3,131,0,1,1,1,3
2026-08-14T00:01:18.996936+00:00,3,131,0,1,1,1,3
2026-08-14T00:02:14.449522+00:00,2,131,0,0,2,0,2
2026-08-14T00:03:12.333636+00:00,2,131,0,0,2,0,2
2026-08-14T00:04:12.287375+00:00,2,131,0,0,2,0,2
2026-08-14T00:05:14.987892+00:00,2,132,0,0,1,0,1
2026-08-14T00:06:12.302388+00:00,2,132,0,0,1,0,1
